Name;Categories;Price tax excluded;Tax rules ID;Quantity;Description;Short description;Image URLs;Active
PetiteKnit wzory Sunday Collar;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Sunday Collar.;Krótki opis PetiteKnit wzory Sunday Collar.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_Sunday_Collar_wzor-370x444.jpg;1
PetiteKnit wzory Sunday Cardigan Mohair Edition;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Sunday Cardigan Mohair Edition.;Krótki opis PetiteKnit wzory Sunday Cardigan Mohair Edition.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_Sunday_Cardigan_Mohair_Edition-370x444.jpg;1
PetiteKnit wzory September Hat;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory September Hat.;Krótki opis PetiteKnit wzory September Hat.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_September_Hat_braz-370x444.jpg;1
PetiteKnit wzory Rigmor’s Summer Junior;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Rigmor’s Summer Junior.;Krótki opis PetiteKnit wzory Rigmor’s Summer Junior.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_Rigmors_Summer_Blouse_Junior_2-370x444.jpg;1
PetiteKnit wzory Novice Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Novice Sweater.;Krótki opis PetiteKnit wzory Novice Sweater.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_Novice_Sweater_1-370x444.jpg;1
PetiteKnit wzory Anker’s Sweater My Boyfriend’s Size;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Anker’s Sweater My Boyfriend’s Size.;Krótki opis PetiteKnit wzory Anker’s Sweater My Boyfriend’s Size.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_Ankers_Sweater_My_Boyfriends_Size-370x444.jpg;1
PetiteKnit mała kosmetyczka MIDNIGHT;Włóczki;95.00;1;10;Opis produktu PetiteKnit mała kosmetyczka MIDNIGHT.;Krótki opis PetiteKnit mała kosmetyczka MIDNIGHT.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_kosmetyczka_midnight-370x444.jpg;1
Bluzka ALISEA wzór z włóczką;Włóczki;399.00;1;10;Opis produktu Bluzka ALISEA wzór z włóczką.;Krótki opis Bluzka ALISEA wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Alishea-pascuali-wzor-bluzka-370x444.jpg;1
Sweter DIAMONDS LUX wzór z włóczką;Włóczki;490.00;1;10;Opis produktu Sweter DIAMONDS LUX wzór z włóczką.;Krótki opis Sweter DIAMONDS LUX wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Dagna-zielinska-Diamonds-lux-sweater-370x444.jpg;1
Sweter POOH wzór z włóczką;Włóczki;269.00;1;10;Opis produktu Sweter POOH wzór z włóczką.;Krótki opis Sweter POOH wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Pooh-sewater-1-370x444.jpg;1
PetiteKnit wzory Sunday Tee Junior;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Sunday Tee Junior.;Krótki opis PetiteKnit wzory Sunday Tee Junior.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_Sunday_Tee_Junior_1-370x444.jpg;1
Kamizelka AMAYA wzór z włóczką;Włóczki;235.00;1;10;Opis produktu Kamizelka AMAYA wzór z włóczką.;Krótki opis Kamizelka AMAYA wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/02/AMAYA-kamizelka-370x444.jpg;1
Sukienka INARA wzór z włóczką;Włóczki;168.00;1;10;Opis produktu Sukienka INARA wzór z włóczką.;Krótki opis Sukienka INARA wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/02/Inara-pascuali-wzor-sukienka-370x444.jpg;1
Merino Baby Maximo Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Merino Baby Maximo Pascuali wzornik kolorów.;Krótki opis Merino Baby Maximo Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/02/wzornik-kolorow-pascuali-merino-370x444.jpg;1
Suave Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Suave Pascuali wzornik kolorów.;Krótki opis Suave Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/02/wzornik-kolorow-pascuali-suave-370x444.jpg;1
Manada Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Manada Pascuali wzornik kolorów.;Krótki opis Manada Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/02/wzornik-kolorow-pascuali-manada-370x444.jpg;1
Puno Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Puno Pascuali wzornik kolorów.;Krótki opis Puno Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/02/wzornik-kolorow-pascuali-puno-370x444.jpg;1
Balayage Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Balayage Pascuali wzornik kolorów.;Krótki opis Balayage Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/02/wzornik-kolorow-pascuali-balayage-370x444.jpg;1
Saffira Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Saffira Pascuali wzornik kolorów.;Krótki opis Saffira Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/02/wzornik-kolorow-pascuali-saffira-370x444.jpg;1
Pinta Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Pinta Pascuali wzornik kolorów.;Krótki opis Pinta Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/02/wzornik-kolorow-pascuali-pinta-370x444.jpg;1
Mohair Bliss Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Mohair Bliss Pascuali wzornik kolorów.;Krótki opis Mohair Bliss Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/02/wzornik-kolorow-pascuali-mohair-bliss-370x444.jpg;1
Cumbria Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Cumbria Pascuali wzornik kolorów.;Krótki opis Cumbria Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/02/wzornik-kolorow-pascuali-cumbria-370x444.jpg;1
Torba Shopper Sandnes Garn niebieska;Włóczki;39.00;1;10;Opis produktu Torba Shopper Sandnes Garn niebieska.;Krótki opis Torba Shopper Sandnes Garn niebieska.;https://miedzydrutami.pl/wp-content/uploads/2024/02/sandnes-garn-torba-niebieska-370x444.jpg;1
Torba Shopper Sandnes Garn natural;Włóczki;39.00;1;10;Opis produktu Torba Shopper Sandnes Garn natural.;Krótki opis Torba Shopper Sandnes Garn natural.;https://miedzydrutami.pl/wp-content/uploads/2024/02/sandnes-garn-torba-biala-370x444.jpg;1
Kapcie DOUBLE SLIPPERS wzór z włóczką;Włóczki;39.00;1;10;Opis produktu Kapcie DOUBLE SLIPPERS wzór z włóczką.;Krótki opis Kapcie DOUBLE SLIPPERS wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/02/kapcie-double-slippers-sandnes-garn-370x444.jpg;1
Kardigan FACILE wzór z włóczką;Włóczki;198.00;1;10;Opis produktu Kardigan FACILE wzór z włóczką.;Krótki opis Kardigan FACILE wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/02/wzor-fecile-kardigan-2402-1-ballerina-370x444.webp;1
Sweter FACILE double wzór z włóczką;Włóczki;297.00;1;10;Opis produktu Sweter FACILE double wzór z włóczką.;Krótki opis Sweter FACILE double wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/02/2402-3-3-370x444.webp;1
Sweter DEBIUTANT JUNIOR wzór z włóczką;Włóczki;129.00;1;10;Opis produktu Sweter DEBIUTANT JUNIOR wzór z włóczką.;Krótki opis Sweter DEBIUTANT JUNIOR wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/02/sandnes-wzor-debiutant-2401-05-370x444.webp;1
Sweter FACILE 2402-04 wzór z włóczką;Włóczki;198.00;1;10;Opis produktu Sweter FACILE 2402-04 wzór z włóczką.;Krótki opis Sweter FACILE 2402-04 wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/02/wzor-fecile-sweater-2402-4-ballerina-370x444.webp;1
Czapka SUKI wzór z włóczką;Włóczki;80.00;1;10;Opis produktu Czapka SUKI wzór z włóczką.;Krótki opis Czapka SUKI wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/02/SUKI-czapka-1-370x444.jpg;1
Parasolka drewniana motowidło KnitPro kolor;Włóczki;420.00;1;10;Opis produktu Parasolka drewniana motowidło KnitPro kolor.;Krótki opis Parasolka drewniana motowidło KnitPro kolor.;https://miedzydrutami.pl/wp-content/uploads/2024/02/nawijarka-motowidlo-knitpro-kolor-370x444.jpg;1
Zestaw drutów KnitPro Indygo Mini;Włóczki;270.00;1;10;Opis produktu Zestaw drutów KnitPro Indygo Mini.;Krótki opis Zestaw drutów KnitPro Indygo Mini.;https://miedzydrutami.pl/wp-content/uploads/2024/02/zestaw-drutow-wymiennych-knitpro-indygo-mini-370x444.jpg;1
Druty ChiaoGoo Red Knit 80cm;Włóczki;53.00;1;10;Opis produktu Druty ChiaoGoo Red Knit 80cm.;Krótki opis Druty ChiaoGoo Red Knit 80cm.;https://miedzydrutami.pl/wp-content/uploads/2023/09/Druty-chiaogoo-red-knit-40cm-370x444.jpg;1
Druty ChiaoGoo Red Knit 60cm;Włóczki;53.00;1;10;Opis produktu Druty ChiaoGoo Red Knit 60cm.;Krótki opis Druty ChiaoGoo Red Knit 60cm.;https://miedzydrutami.pl/wp-content/uploads/2023/09/Druty-chiaogoo-red-knit-40cm-370x444.jpg;1
Szydełko Tulip Etimo Red;Włóczki;42.00;1;10;Opis produktu Szydełko Tulip Etimo Red.;Krótki opis Szydełko Tulip Etimo Red.;https://miedzydrutami.pl/wp-content/uploads/2024/02/tulip-szydelko-etimo-370x444.jpg;1
Zestaw drutów ChiaoGoo Spinn Bamboo 13 par 13cm;Włóczki;899.00;1;10;Opis produktu Zestaw drutów ChiaoGoo Spinn Bamboo 13 par 13cm.;Krótki opis Zestaw drutów ChiaoGoo Spinn Bamboo 13 par 13cm.;https://miedzydrutami.pl/wp-content/uploads/2024/01/chaiogoo-zestaw-drutow-13-C-370x444.jpg;1
Zestaw drutów ChiaoGoo Spinn Bamboo 7 par 13cm;Włóczki;529.00;1;10;Opis produktu Zestaw drutów ChiaoGoo Spinn Bamboo 7 par 13cm.;Krótki opis Zestaw drutów ChiaoGoo Spinn Bamboo 7 par 13cm.;https://miedzydrutami.pl/wp-content/uploads/2024/01/cgiaogoo-zestaw-drutow-bamboo-13-s-370x444.jpg;1
Zestaw drutów ChiaoGoo Spinn Bamboo 7 par 10cm;Włóczki;529.00;1;10;Opis produktu Zestaw drutów ChiaoGoo Spinn Bamboo 7 par 10cm.;Krótki opis Zestaw drutów ChiaoGoo Spinn Bamboo 7 par 10cm.;https://miedzydrutami.pl/wp-content/uploads/2024/01/Chiaogoo-zestaw-bamboo-10-370x444.jpg;1
Book 6 Pascuali Collezioni;Włóczki;69.00;1;10;Opis produktu Book 6 Pascuali Collezioni.;Krótki opis Book 6 Pascuali Collezioni.;https://miedzydrutami.pl/wp-content/uploads/2024/02/pascuali-book-6-370x444.webp;1
Book 4 Pascuali Collezioni;Włóczki;69.00;1;10;Opis produktu Book 4 Pascuali Collezioni.;Krótki opis Book 4 Pascuali Collezioni.;https://miedzydrutami.pl/wp-content/uploads/2024/02/Pascuali-book-4-370x444.jpg;1
Book 2 Pascuali Collezioni;Włóczki;69.00;1;10;Opis produktu Book 2 Pascuali Collezioni.;Krótki opis Book 2 Pascuali Collezioni.;https://miedzydrutami.pl/wp-content/uploads/2024/02/Pascuali-book-2-370x444.jpg;1
Book 1 Pascuali Collezioni;Włóczki;69.00;1;10;Opis produktu Book 1 Pascuali Collezioni.;Krótki opis Book 1 Pascuali Collezioni.;https://miedzydrutami.pl/wp-content/uploads/2024/01/pascuali-book-1-370x444.webp;1
Ballerina Chunky Sandnes Garn;Włóczki;50.90;1;10;Opis produktu Ballerina Chunky Sandnes Garn.;Krótki opis Ballerina Chunky Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/01/Sandnes-garn-ballerina-chunky-9011-370x444.webp;1
PetiteKnit wzory Cloud Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Cloud Sweater.;Krótki opis PetiteKnit wzory Cloud Sweater.;https://miedzydrutami.pl/wp-content/uploads/2024/01/Petiteknit-wzory-cloud-370x444.jpg;1
PetiteKnit wzory Vienna Set;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Vienna Set.;Krótki opis PetiteKnit wzory Vienna Set.;https://miedzydrutami.pl/wp-content/uploads/2024/01/petiteknit-vienna-set-370x444.jpg;1
Licznik rzędów Clicky rosa KnitPro;Włóczki;23.00;1;10;Opis produktu Licznik rzędów Clicky rosa KnitPro.;Krótki opis Licznik rzędów Clicky rosa KnitPro.;https://miedzydrutami.pl/wp-content/uploads/2024/01/licznik-wierszy-clicky-370x444.jpg;1
Szydełko aluminiowe Wave KnitPro;Włóczki;14.00;1;10;Opis produktu Szydełko aluminiowe Wave KnitPro.;Krótki opis Szydełko aluminiowe Wave KnitPro.;https://miedzydrutami.pl/wp-content/uploads/2024/01/szydelko-knitpro-alu-370x444.jpg;1
Żyłka wymienna obrotowa Mindful;Włóczki;17.00;1;10;Opis produktu Żyłka wymienna obrotowa Mindful.;Krótki opis Żyłka wymienna obrotowa Mindful.;https://miedzydrutami.pl/wp-content/uploads/2024/01/zylka-do-drutow-wymiennych-mindful-360-370x444.jpg;1
Żyłka wymienna Mindful;Włóczki;16.00;1;10;Opis produktu Żyłka wymienna Mindful.;Krótki opis Żyłka wymienna Mindful.;https://miedzydrutami.pl/wp-content/uploads/2024/01/zylka-do-drutow-wymiennych-mindful-360-370x444.jpg;1
Zestaw drutów ChiaoGoo Twist Red Lace S 7 par 10cm;Włóczki;590.00;1;10;Opis produktu Zestaw drutów ChiaoGoo Twist Red Lace S 7 par 10cm.;Krótki opis Zestaw drutów ChiaoGoo Twist Red Lace S 7 par 10cm.;https://miedzydrutami.pl/wp-content/uploads/2024/01/chiaogoo-zestaw-drutow-red-7500-s-370x444.jpg;1
Zestaw drutów ChiaoGoo Twist Red Lace S 7 par 13cm;Włóczki;590.00;1;10;Opis produktu Zestaw drutów ChiaoGoo Twist Red Lace S 7 par 13cm.;Krótki opis Zestaw drutów ChiaoGoo Twist Red Lace S 7 par 13cm.;https://miedzydrutami.pl/wp-content/uploads/2024/01/chiaogoo-zestaw-drutow-red-7500-s-370x444.jpg;1
Zestaw drutów ChiaoGoo Twist Red Lace 13 par 10cm;Włóczki;990.00;1;10;Opis produktu Zestaw drutów ChiaoGoo Twist Red Lace 13 par 10cm.;Krótki opis Zestaw drutów ChiaoGoo Twist Red Lace 13 par 10cm.;https://miedzydrutami.pl/wp-content/uploads/2024/01/chiaogoo-zestaw-drutow-red-7500-c-370x444.jpg;1
Zestaw drutów ChiaoGoo Twist Red Lace 13 par 13cm;Włóczki;990.00;1;10;Opis produktu Zestaw drutów ChiaoGoo Twist Red Lace 13 par 13cm.;Krótki opis Zestaw drutów ChiaoGoo Twist Red Lace 13 par 13cm.;https://miedzydrutami.pl/wp-content/uploads/2024/01/chiaogoo-zestaw-drutow-red-7500-c-370x444.jpg;1
Donegal DK Woollala;Włóczki;112.00;1;10;Opis produktu Donegal DK Woollala.;Krótki opis Donegal DK Woollala.;https://miedzydrutami.pl/wp-content/uploads/2024/01/WOOLLALA-DONEGAL-DK-natural-370x444.jpg;1
Book 7 Pascuali Collezioni;Włóczki;69.00;1;10;Opis produktu Book 7 Pascuali Collezioni.;Krótki opis Book 7 Pascuali Collezioni.;https://miedzydrutami.pl/wp-content/uploads/2024/01/Pascuali-book-7-370x444.jpg;1
Book 3 Pascuali Collezioni;Włóczki;69.00;1;10;Opis produktu Book 3 Pascuali Collezioni.;Krótki opis Book 3 Pascuali Collezioni.;https://miedzydrutami.pl/wp-content/uploads/2024/01/Pascuali-book-3-370x444.jpg;1
Veranika Barel wzory Be warm balaclava;Włóczki;36.00;1;10;Opis produktu Veranika Barel wzory Be warm balaclava.;Krótki opis Veranika Barel wzory Be warm balaclava.;https://miedzydrutami.pl/wp-content/uploads/2024/01/be-warm-370x444.jpg;1
SandnesGarn Tynn Silk Mohair Print;Włóczki;99.00;1;10;Opis produktu SandnesGarn Tynn Silk Mohair Print.;Krótki opis SandnesGarn Tynn Silk Mohair Print.;https://miedzydrutami.pl/wp-content/uploads/2024/01/tynn-silk-mohair-print-3135-370x444.webp;1
Zestaw drutów Mindful Grateful;Włóczki;250.00;1;10;Opis produktu Zestaw drutów Mindful Grateful.;Krótki opis Zestaw drutów Mindful Grateful.;https://miedzydrutami.pl/wp-content/uploads/2023/12/mindful-grateful-370x444.jpg;1
Cardiff Cashmere Small;Włóczki;69.00;1;10;Opis produktu Cardiff Cashmere Small.;Krótki opis Cardiff Cashmere Small.;https://miedzydrutami.pl/wp-content/uploads/2023/12/cardiff-cashmere-small-509-370x444.webp;1
Druty wymienne KnitPro Zing 13 cm;Włóczki;32.00;1;10;Opis produktu Druty wymienne KnitPro Zing 13 cm.;Krótki opis Druty wymienne KnitPro Zing 13 cm.;https://miedzydrutami.pl/wp-content/uploads/2023/12/druty-wymienne-knitpro-zing-370x444.jpg;1
Zestaw drutów KnitPro Zing DeLuxe krótkie;Włóczki;310.00;1;10;Opis produktu Zestaw drutów KnitPro Zing DeLuxe krótkie.;Krótki opis Zestaw drutów KnitPro Zing DeLuxe krótkie.;https://miedzydrutami.pl/wp-content/uploads/2023/12/zing-zestaw-deluxe-krotkie-370x444.jpg;1
Zestaw drutów KnitPro Symfonie 20cm;Włóczki;250.00;1;10;Opis produktu Zestaw drutów KnitPro Symfonie 20cm.;Krótki opis Zestaw drutów KnitPro Symfonie 20cm.;https://miedzydrutami.pl/wp-content/uploads/2023/11/symfonie-double-pointed-knitting-needles-set_en6-370x444.jpg;1
Torba Saturn Mini Muud;Włóczki;370.00;1;10;Opis produktu Torba Saturn Mini Muud.;Krótki opis Torba Saturn Mini Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/12/saturn-mini-muud-braz-370x444.jpg;1
Druty wymienne Mindful KnitPro 13 cm;Włóczki;33.00;1;10;Opis produktu Druty wymienne Mindful KnitPro 13 cm.;Krótki opis Druty wymienne Mindful KnitPro 13 cm.;https://miedzydrutami.pl/wp-content/uploads/2023/12/druty-wymienne-knitpro-mindful-370x444.jpg;1
Torba Cleo Muud;Włóczki;410.00;1;10;Opis produktu Torba Cleo Muud.;Krótki opis Torba Cleo Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/12/cleo-muud-braz-370x444.webp;1
Etui Civ Muud;Włóczki;180.00;1;10;Opis produktu Etui Civ Muud.;Krótki opis Etui Civ Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/12/civ-MUUD-BRAZ-370x444.jpg;1
Torba Cathy Muud;Włóczki;630.00;1;10;Opis produktu Torba Cathy Muud.;Krótki opis Torba Cathy Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/12/cathy-MUUD-BRAZ-370x444.jpg;1
Etui Carita Muud;Włóczki;330.00;1;10;Opis produktu Etui Carita Muud.;Krótki opis Etui Carita Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/12/carita-muud-braz-370x444.webp;1
PetiteKnit wzory Celeste Mittens;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Celeste Mittens.;Krótki opis PetiteKnit wzory Celeste Mittens.;https://miedzydrutami.pl/wp-content/uploads/2023/12/Petiteknit-wzory-celeste-rekawiczki-1-370x444.jpg;1
PetiteKnit wzory Celeste Man Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Celeste Man Sweater.;Krótki opis PetiteKnit wzory Celeste Man Sweater.;https://miedzydrutami.pl/wp-content/uploads/2023/12/Petiteknit-wzory-celeste-man-370x444.jpg;1
PetiteKnit wzory Lulu Slipover;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Lulu Slipover.;Krótki opis PetiteKnit wzory Lulu Slipover.;https://miedzydrutami.pl/wp-content/uploads/2023/12/petiteknit-lulu-370x444.jpg;1
PetiteKnit wzory North Sea Mittens;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory North Sea Mittens.;Krótki opis PetiteKnit wzory North Sea Mittens.;https://miedzydrutami.pl/wp-content/uploads/2023/12/petiteknit-north-rekawiczki-370x444.webp;1
Poppy 2313 Sandnes Garn;Włóczki;36.00;1;10;Opis produktu Poppy 2313 Sandnes Garn.;Krótki opis Poppy 2313 Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2023/12/Sandnes-garn-poppy-2313-370x444.webp;1
Kulki cedrowe PetiteKnit;Włóczki;45.00;1;10;Opis produktu Kulki cedrowe PetiteKnit.;Krótki opis Kulki cedrowe PetiteKnit.;https://miedzydrutami.pl/wp-content/uploads/2023/12/petiteknit-kulki-cedrowe-370x444.webp;1
Grzebień do moheru PetiteKnit;Włóczki;45.00;1;10;Opis produktu Grzebień do moheru PetiteKnit.;Krótki opis Grzebień do moheru PetiteKnit.;https://miedzydrutami.pl/wp-content/uploads/2023/12/petiteknit-grzebien-mohair-370x444.webp;1
Zestaw igieł PetiteKnit;Włóczki;57.00;1;10;Opis produktu Zestaw igieł PetiteKnit.;Krótki opis Zestaw igieł PetiteKnit.;https://miedzydrutami.pl/wp-content/uploads/2023/12/petiteknit-igly-zestaw-370x444.webp;1
Bilum Yarns Loli gradient 150g;Włóczki;195.00;1;10;Opis produktu Bilum Yarns Loli gradient 150g.;Krótki opis Bilum Yarns Loli gradient 150g.;https://miedzydrutami.pl/wp-content/uploads/2023/12/Bilum-loli-yarns-370x444.jpeg;1
Poppy Sandnes Garn;Włóczki;43.00;1;10;Opis produktu Poppy Sandnes Garn.;Krótki opis Poppy Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2023/11/Sandnes-garn-poppy-1010-370x444.webp;1
Louisa Harding Amitola;Włóczki;59.00;1;10;Opis produktu Louisa Harding Amitola.;Krótki opis Louisa Harding Amitola.;https://miedzydrutami.pl/wp-content/uploads/2023/11/LOUISA02-148-370x444.jpg;1
Torba Riga Muud;Włóczki;300.00;1;10;Opis produktu Torba Riga Muud.;Krótki opis Torba Riga Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/11/Riga-muud-370x444.jpg;1
Torba Betsy XL Muud;Włóczki;900.00;1;10;Opis produktu Torba Betsy XL Muud.;Krótki opis Torba Betsy XL Muud.;https://miedzydrutami.pl/wp-content/uploads/2023/11/Betsy-muud-370x444.webp;1
Alpaca 1 Isager;Włóczki;41.90;1;10;Opis produktu Alpaca 1 Isager.;Krótki opis Alpaca 1 Isager.;https://miedzydrutami.pl/wp-content/uploads/2023/11/Isager-Alpaca-1-03-370x444.jpg;1
Bouclé Isager;Włóczki;44.50;1;10;Opis produktu Bouclé Isager.;Krótki opis Bouclé Isager.;https://miedzydrutami.pl/wp-content/uploads/2023/11/Isager-Boucle-6S-370x444.jpg;1
Tweed Isager;Włóczki;42.80;1;10;Opis produktu Tweed Isager.;Krótki opis Tweed Isager.;https://miedzydrutami.pl/wp-content/uploads/2023/11/Isager-tweed-winter-grey-370x444.jpg;1
Balayage Pascuali hand dye;Włóczki;85.00;1;10;Opis produktu Balayage Pascuali hand dye.;Krótki opis Balayage Pascuali hand dye.;https://miedzydrutami.pl/wp-content/uploads/2023/11/Pascuali-Balayage-370x444.jpg;1
Puno Winikunka Pascuali;Włóczki;40.00;1;10;Opis produktu Puno Winikunka Pascuali.;Krótki opis Puno Winikunka Pascuali.;https://miedzydrutami.pl/wp-content/uploads/2023/11/Pascuali-Puno-Winikunka-370x444.jpg;1
Cardiff Cashmere Brushmere;Włóczki;73.00;1;10;Opis produktu Cardiff Cashmere Brushmere.;Krótki opis Cardiff Cashmere Brushmere.;https://miedzydrutami.pl/wp-content/uploads/2023/11/Cardiff-Brushmere-101-370x444.webp;1
Diamonds Lux Lace Woollala;Włóczki;119.00;1;10;Opis produktu Diamonds Lux Lace Woollala.;Krótki opis Diamonds Lux Lace Woollala.;https://miedzydrutami.pl/wp-content/uploads/2024/01/WOOLLALA-DIAMONDS-LUX-LACE-WEGIEL-370x444.jpg;1
Diamonds Woollala;Włóczki;112.00;1;10;Opis produktu Diamonds Woollala.;Krótki opis Diamonds Woollala.;https://miedzydrutami.pl/wp-content/uploads/2023/11/WOOLLALA-DIAMONDS-platinum-370x444.jpg;1
Arctic Knitting Annika Konttaniemi;Włóczki;159.00;1;10;Opis produktu Arctic Knitting Annika Konttaniemi.;Krótki opis Arctic Knitting Annika Konttaniemi.;https://miedzydrutami.pl/wp-content/uploads/2023/11/ksiazka-ArcticKnitting-370x444.webp;1
Urban Knit Easy Leeni Hoimela;Włóczki;159.00;1;10;Opis produktu Urban Knit Easy Leeni Hoimela.;Krótki opis Urban Knit Easy Leeni Hoimela.;https://miedzydrutami.pl/wp-content/uploads/2023/11/ksiazka-urbanknit-easy-370x444.webp;1
Softly Sari Nordlund;Włóczki;159.00;1;10;Opis produktu Softly Sari Nordlund.;Krótki opis Softly Sari Nordlund.;https://miedzydrutami.pl/wp-content/uploads/2023/11/ksiazka-Softly-370x444.webp;1
Zestaw drutów KnitPro Symfonie Start;Włóczki;164.00;1;10;Opis produktu Zestaw drutów KnitPro Symfonie Start.;Krótki opis Zestaw drutów KnitPro Symfonie Start.;https://miedzydrutami.pl/wp-content/uploads/2023/11/symfonie-zestaw-start-370x444.jpg;1
Zestaw drutów KnitPro Ginger Mini;Włóczki;270.00;1;10;Opis produktu Zestaw drutów KnitPro Ginger Mini.;Krótki opis Zestaw drutów KnitPro Ginger Mini.;https://miedzydrutami.pl/wp-content/uploads/2023/11/zestaw-drutow-wymiennych-knitpro-ginger-deluxe-mini-370x444.jpg;1
Zestaw drutów KnitPro Ginger DeLuxe krótkie;Włóczki;450.00;1;10;Opis produktu Zestaw drutów KnitPro Ginger DeLuxe krótkie.;Krótki opis Zestaw drutów KnitPro Ginger DeLuxe krótkie.;https://miedzydrutami.pl/wp-content/uploads/2023/11/zestaw-drutow-wymiennych-knitpro-ginger-deluxe-krotkie-1-370x444.jpg;1
Zestaw drutów Addi Novel short;Włóczki;530.00;1;10;Opis produktu Zestaw drutów Addi Novel short.;Krótki opis Zestaw drutów Addi Novel short.;https://miedzydrutami.pl/wp-content/uploads/2023/11/zestaw-drutow-addi-novel-krotkie-370x444.jpg;1
Teddy B włóczka boucle;Włóczki;26.00;1;10;Opis produktu Teddy B włóczka boucle.;Krótki opis Teddy B włóczka boucle.;https://miedzydrutami.pl/wp-content/uploads/2023/11/laines-du-nord-teddy-b-66-370x444.jpg;1
Domino Cowl wzór z włóczką;Włóczki;196.00;1;10;Opis produktu Domino Cowl wzór z włóczką.;Krótki opis Domino Cowl wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2023/11/Domino-cowl-1-1-370x444.jpg;1
Maximo Pascuali;Włóczki;89.00;1;10;Opis produktu Maximo Pascuali.;Krótki opis Maximo Pascuali.;https://miedzydrutami.pl/wp-content/uploads/2023/11/pascuali-maximo-370x444.jpg;1
